aaab	412	303943	14	0
aaam	616	304379	14	0
aada	140	305019	14	0
aaaa	88	303831	14	0
abab	412	305295	14	0
abam	616	305731	14	0
abaa	88	305183	14	0
abda	140	306371	14	0
acab	412	306647	14	0
acam	616	307083	14	0
acda	140	307723	14	0
acaa	88	306535	14	0
adab	412	307999	14	0
adam	616	308435	14	0
adaa	88	307887	14	0
adda	140	309075	14	0
aeab	412	309351	14	0
aeam	616	309787	14	0
aeda	140	310427	14	0
aeaa	88	309239	14	0
afab	412	310703	14	0
afam	616	311139	14	0
afaa	88	310591	14	0
afda	140	311779	14	0
agab	412	312055	14	0
agam	616	312491	14	0
agda	140	313131	14	0
agaa	88	311943	14	0
ahab	412	313407	14	0
ahda	140	314483	14	0
ahaa	88	313295	14	0
aham	616	313843	14	0
aiab	412	314759	14	0
aiam	616	315195	14	0
aida	140	315835	14	0
aiaa	88	314647	14	0
ajab	412	316111	14	0
ajam	616	316547	14	0
ajaa	88	315999	14	0
ajda	140	317187	14	0
akbf	5968	418975	14	0
akbj	3788	428587	14	0
akbm	4572	438487	14	0
akbp	5084	449339	14	0
akbs	6224	458947	14	0
akay	25968	385475	14	0
akbd	3696	411467	14	0
akbe	3764	415187	14	0
akaa	472	317351	14	0
akbi	3596	424967	14	0
akab	488	317847	14	0
akbk	6064	432399	14	0
akam	12392	318359	14	0
akbn	6232	443083	14	0
akao	41944	330775	14	0
akbr	4476	454447	14	0
akas	4000	372743	14	0
akbu	5084	465195	14	0
akau	3948	376767	14	0
akda	33276	470303	14	0
akaw	4712	380739	14	0
alab	568	504135	14	0
alam	14472	504727	14	0
alan	36940	519223	14	0
albh	2728	614819	14	0
albj	4280	619971	14	0
albn	3592	635099	14	0
alda	54584	667171	14	0
albd	4172	606867	14	0
alap	3744	556187	14	0
albl	3644	627815	14	0
alaq	3740	559955	14	0
albp	3732	642751	14	0
alar	3520	563719	14	0
albx	7660	659487	14	0
alas	9688	567263	14	0
albe	3732	611063	14	0
alat	5768	576975	14	0
albi	2376	617571	14	0
alaw	2784	582767	14	0
albk	3516	624275	14	0
alax	2376	585575	14	0
albm	3592	631483	14	0
alay	4332	587975	14	0
albo	4012	638715	14	0
alaz	3540	592331	14	0
albt	2552	646507	14	0
alba	3592	595895	14	0
albw	2552	656911	14	0
albb	3640	599511	14	0
alaa	508	503603	14	0
albc	3668	603175	14	0
albu	7804	649083	14	0
amab	416	721927	14	0
amam	648	722367	14	0
aman	648	723039	14	0
amao	648	723711	14	0
amap	672	724383	14	0
amaq	500	725079	14	0
amaa	124	721779	14	0
amda	4436	725603	14	0
anda	25176	936715	14	0
anac	65836	731083	14	0
anad	65836	796943	14	0
anax	1984	916571	14	0
anao	7476	893211	14	0
anar	15836	900711	14	0
anbc	16064	918579	14	0
anbe	2024	934667	14	0
anaa	328	730063	14	0
anab	644	730415	14	0
anam	30384	862803	14	0
aoab	448	962087	14	0
aoan	22320	962559	14	0
aoap	4128	984903	14	0
aoar	9396	989055	14	0
aoat	9256	998475	14	0
aoaa	148	961915	14	0
aoda	13760	1007755	14	0
apab	1472	1021891	14	0
apda	16844	1023387	14	0
apaa	328	1021539	14	0
aqab	424	1040655	14	0
aqam	3096	1041103	14	0
aqan	11724	1044223	14	0
aqbk	2208	1103063	14	0
aqbm	1784	1107091	14	0
aqbc	3096	1088379	14	0
aqda	5992	1110339	14	0
aqbh	1784	1098339	14	0
aqao	8100	1055971	14	0
aqbb	1144	1087211	14	0
aqar	3204	1064095	14	0
aqbe	2760	1091499	14	0
aqas	1144	1067323	14	0
aqbg	1772	1096543	14	0
aqat	13404	1068491	14	0
aqbj	2892	1100147	14	0
aqav	1068	1081919	14	0
aqbl	1772	1105295	14	0
aqck	1416	1108899	14	0
aqaa	376	1040255	14	0
aqba	3084	1084103	14	0
aqax	1068	1083011	14	0
aqbf	2236	1094283	14	0
arab	484	1116875	14	0
aram	1608	1117383	14	0
aran	2204	1119015	14	0
arbe	996	1146235	14	0
arbh	1840	1148423	14	0
arbm	1320	1153883	14	0
arbq	996	1158583	14	0
arbv	732	1163559	14	0
arao	1636	1121243	14	0
arbj	968	1151015	14	0
arap	2544	1122903	14	0
arbo	1560	1156271	14	0
araq	7584	1125471	14	0
arbt	1020	1161003	14	0
arar	3128	1133079	14	0
araa	496	1116355	14	0
arat	960	1136231	14	0
arbg	1144	1147255	14	0
arau	984	1137215	14	0
arbi	704	1150287	14	0
arav	936	1138223	14	0
arbk	1852	1152007	14	0
araw	936	1139183	14	0
arbn	1020	1155227	14	0
arax	936	1140143	14	0
arbp	704	1157855	14	0
aray	908	1141103	14	0
arbs	1376	1159603	14	0
araz	616	1142035	14	0
arda	10972	1165359	14	0
arbb	1172	1142675	14	0
arbw	1020	1164315	14	0
arbc	1584	1143871	14	0
arbd	732	1145479	14	0
arbu	1488	1162047	14	0
asab	448	1176815	14	0
asam	6240	1177287	14	0
asan	616	1183551	14	0
asbc	900	1194735	14	0
asbe	528	1196475	14	0
asbi	792	1199299	14	0
asbm	792	1202123	14	0
asbq	528	1205387	14	0
asao	792	1184191	14	0
asbg	792	1197667	14	0
asap	792	1185007	14	0
asbk	528	1200931	14	0
asaq	792	1185823	14	0
asaa	436	1176355	14	0
asar	792	1186639	14	0
asda	5336	1210043	14	0
asas	528	1187455	14	0
asbd	792	1195659	14	0
asat	616	1188007	14	0
asbf	616	1197027	14	0
asau	792	1188647	14	0
asbh	792	1198483	14	0
asav	792	1189463	14	0
asbj	792	1200115	14	0
asaw	792	1190279	14	0
asbl	616	1201483	14	0
asax	792	1191095	14	0
asbn	792	1202939	14	0
asay	528	1191911	14	0
asbp	792	1204571	14	0
asaz	616	1192463	14	0
asbr	4080	1205939	14	0
asba	792	1193103	14	0
asbb	792	1193919	14	0
asbo	792	1203755	14	0
atab	420	1215899	14	0
atac	65836	1216343	14	0
atad	4396	1282203	14	0
atbk	820	1352719	14	0
atbo	1144	1354407	14	0
atbt	1496	1361139	14	0
atda	7280	1365555	14	0
atbg	820	1351031	14	0
atae	33068	1286623	14	0
atbq	2852	1357095	14	0
atam	1760	1319715	14	0
ataa	472	1215403	14	0
atan	4136	1321499	14	0
atbe	3220	1347787	14	0
atao	11360	1325659	14	0
atbi	820	1351875	14	0
atar	2024	1337043	14	0
atbm	820	1353563	14	0
atas	3220	1339091	14	0
atbp	1496	1355575	14	0
atau	820	1342335	14	0
atbs	1144	1359971	14	0
ataw	820	1343179	14	0
atbu	2872	1362659	14	0
atay	820	1344023	14	0
atba	820	1344867	14	0
atbd	2052	1345711	14	0
auab	412	1373211	14	0
auam	968	1373647	14	0
auan	1944	1374639	14	0
aubc	2384	1396159	14	0
aubf	2384	1398567	14	0
auau	1780	1392531	14	0
auaw	840	1394335	14	0
auay	936	1395199	14	0
auao	1324	1376607	14	0
auda	2200	1400975	14	0
auaq	14552	1377955	14	0
auaa	328	1372859	14	0
avab	444	1403719	14	0
avam	38128	1404187	14	0
avao	1140	1442339	14	0
avbn	1812	1485951	14	0
avbr	1872	1494799	14	0
avaa	496	1403199	14	0
avbi	1872	1471367	14	0
avbk	2592	1477651	14	0
avap	1464	1443503	14	0
avbt	2700	1501111	14	0
avar	5560	1444991	14	0
avbg	7120	1464223	14	0
avbw	1836	1509379	14	0
avbj	4364	1473263	14	0
avav	1316	1451967	14	0
avbl	5660	1480267	14	0
avax	1268	1453307	14	0
avbp	6988	1487787	14	0
avaz	1316	1454599	14	0
avbs	4392	1496695	14	0
avbb	1152	1455939	14	0
avbu	5520	1503835	14	0
avbc	1436	1457115	14	0
avda	8124	1511239	14	0
avat	1368	1450575	14	0
avbe	5624	1458575	14	0
awab	524	1520015	14	0
